"date_time","value"
"15/09/2018 17:30:00","27.29"
"15/09/2018 17:00:00","26.3"
"15/09/2018 16:30:00","24.67"
"15/09/2018 16:00:00","25.29"
"15/09/2018 15:30:00","24.28"
"15/09/2018 15:00:00","25.19"
"15/09/2018 14:30:00","24.75"
"15/09/2018 14:00:00","25.12"
"15/09/2018 13:30:00","24.6"
"15/09/2018 13:00:00","27.57"
"15/09/2018 12:30:00","27.31"
"15/09/2018 12:00:00","28.97"
"15/09/2018 11:30:00","28.43"
"15/09/2018 11:00:00","30.12"
"15/09/2018 10:30:00","32.91"
"15/09/2018 10:00:00","39.09"
"15/09/2018 09:30:00","41.1"
"15/09/2018 09:00:00","43.42"
"15/09/2018 08:30:00","38.25"
"15/09/2018 08:00:00","45.41"
"15/09/2018 07:30:00","47.54"
"15/09/2018 07:00:00","43.43"
"15/09/2018 06:30:00","44.86"
"15/09/2018 06:00:00","42.16"
"15/09/2018 05:30:00","41.35"
"15/09/2018 05:00:00","42.94"
"15/09/2018 04:30:00","43.5"
"15/09/2018 04:00:00","39.81"
"15/09/2018 03:30:00","38.1"
"15/09/2018 03:00:00","38.29"
"15/09/2018 02:30:00","30.9"
"15/09/2018 02:00:00","31.34"
"15/09/2018 01:30:00","35.93"
"15/09/2018 01:00:00","39.26"
"15/09/2018 00:30:00","48.62"
"15/09/2018 00:00:00","39.65"
"14/09/2018 23:30:00","42.13"
"14/09/2018 23:00:00","40.01"
"14/09/2018 22:30:00","40.05"
"14/09/2018 22:00:00","35.59"
"14/09/2018 21:30:00","36.02"
"14/09/2018 21:00:00","40.81"
"14/09/2018 20:30:00","39.1"
"14/09/2018 20:00:00","38.22"
"14/09/2018 19:30:00","45.67"
"14/09/2018 19:00:00","44.65"
"14/09/2018 18:30:00","43.75"
"14/09/2018 18:00:00","30.72"
"14/09/2018 17:30:00","30.07"
"14/09/2018 17:00:00","35.23"
"14/09/2018 16:30:00","34.65"
"14/09/2018 16:00:00","32.63"
"14/09/2018 15:30:00","32.58"
"14/09/2018 15:00:00","36.22"
"14/09/2018 14:30:00","33.76"
"14/09/2018 14:00:00","32.03"
"14/09/2018 13:30:00","36.65"
"14/09/2018 13:00:00","39.47"
"14/09/2018 12:30:00","35.88"
"14/09/2018 12:00:00","38.52"
"14/09/2018 11:30:00","32.19"
"14/09/2018 11:00:00","30.9"
"14/09/2018 10:30:00","32.7"
"14/09/2018 10:00:00","37.47"
"14/09/2018 09:30:00","38.02"
"14/09/2018 09:00:00","37.73"
"14/09/2018 08:30:00","36.89"
"14/09/2018 08:00:00","36.21"
"14/09/2018 07:30:00","33.6"
"14/09/2018 07:00:00","35.39"
"14/09/2018 06:30:00","33.5"
"14/09/2018 06:00:00","35.11"
"14/09/2018 05:30:00","30.99"
"14/09/2018 05:00:00","35.43"
"14/09/2018 04:30:00","33.41"
"14/09/2018 04:00:00","31.39"
"14/09/2018 03:30:00","31.41"
"14/09/2018 03:00:00","33.83"
"14/09/2018 02:30:00","21.72"
"14/09/2018 02:00:00","21.27"
"14/09/2018 01:30:00","22.15"
"14/09/2018 01:00:00","23.33"
"14/09/2018 00:30:00","37.28"
"14/09/2018 00:00:00","24.81"
"13/09/2018 23:30:00","24.94"
"13/09/2018 23:00:00","26.37"
"13/09/2018 22:30:00","25.39"
"13/09/2018 22:00:00","25.21"
"13/09/2018 21:30:00","29.96"
"13/09/2018 21:00:00","31.81"
"13/09/2018 20:30:00","28.75"
"13/09/2018 20:00:00","28.11"
"13/09/2018 19:30:00","24.97"
"13/09/2018 19:00:00","23.22"
"13/09/2018 18:30:00","23.9"
"13/09/2018 18:00:00","21.95"
"13/09/2018 17:30:00","21.78"
"13/09/2018 17:00:00","24.39"
"13/09/2018 16:30:00","24.97"
"13/09/2018 16:00:00","25.41"
"13/09/2018 15:30:00","21.44"
"13/09/2018 15:00:00","32.72"
"13/09/2018 14:30:00","28.77"
"13/09/2018 14:00:00","23.09"
"13/09/2018 13:30:00","35.64"
"13/09/2018 13:00:00","34.72"
"13/09/2018 12:30:00","37.5"
"13/09/2018 12:00:00","32.71"
"13/09/2018 11:30:00","34.56"
"13/09/2018 11:00:00","35.15"
"13/09/2018 10:30:00","38.2"
"13/09/2018 10:00:00","44.58"
"13/09/2018 09:30:00","42.54"
"13/09/2018 09:00:00","42.86"
"13/09/2018 08:30:00","45.31"
"13/09/2018 08:00:00","44.53"
"13/09/2018 07:30:00","43.26"
"13/09/2018 07:00:00","43.26"
"13/09/2018 06:30:00","40.11"
"13/09/2018 06:00:00","41.5"
"13/09/2018 05:30:00","39.51"
"13/09/2018 05:00:00","41.09"
"13/09/2018 04:30:00","41.01"
"13/09/2018 04:00:00","39.11"
"13/09/2018 03:30:00","39.83"
"13/09/2018 03:00:00","39.24"
"13/09/2018 02:30:00","34.44"
"13/09/2018 02:00:00","31.99"
"13/09/2018 01:30:00","30.93"
"13/09/2018 01:00:00","28.93"
"13/09/2018 00:30:00","44.4"
"13/09/2018 00:00:00","31.91"
"12/09/2018 23:30:00","30.2"
"12/09/2018 23:00:00","30.55"
"12/09/2018 22:30:00","30.81"
"12/09/2018 22:00:00","28.6"
"12/09/2018 21:30:00","30.27"
"12/09/2018 21:00:00","33.42"
"12/09/2018 20:30:00","31.7"
"12/09/2018 20:00:00","34.47"
"12/09/2018 19:30:00","33.84"
"12/09/2018 19:00:00","32.72"
"12/09/2018 18:30:00","32.34"
"12/09/2018 18:00:00","32.42"
"12/09/2018 17:30:00","32.71"
"12/09/2018 17:00:00","37.46"
"12/09/2018 16:30:00","38.8"
"12/09/2018 16:00:00","35.92"
"12/09/2018 15:30:00","34.17"
"12/09/2018 15:00:00","39.62"
"12/09/2018 14:30:00","35.48"
"12/09/2018 14:00:00","33.95"
"12/09/2018 13:30:00","34.7"
"12/09/2018 13:00:00","32.97"
"12/09/2018 12:30:00","32.07"
"12/09/2018 12:00:00","34.33"
"12/09/2018 11:30:00","33.7"
"12/09/2018 11:00:00","38.31"
"12/09/2018 10:30:00","50.86"
"12/09/2018 10:00:00","49.31"
"12/09/2018 09:30:00","48.48"
"12/09/2018 09:00:00","45.55"
"12/09/2018 08:30:00","43.33"
"12/09/2018 08:00:00","44.27"
"12/09/2018 07:30:00","41.85"
"12/09/2018 07:00:00","43.77"
"12/09/2018 06:30:00","41.4"
"12/09/2018 06:00:00","41.7"
"12/09/2018 05:30:00","40.59"
"12/09/2018 05:00:00","42.83"
"12/09/2018 04:30:00","43.72"
"12/09/2018 04:00:00","41.15"
"12/09/2018 03:30:00","41.28"
"12/09/2018 03:00:00","41.24"
"12/09/2018 02:30:00","32.21"
"12/09/2018 02:00:00","32.02"
"12/09/2018 01:30:00","33.23"
"12/09/2018 01:00:00","31.95"
"12/09/2018 00:30:00","48.93"
"12/09/2018 00:00:00","35.95"
"11/09/2018 23:30:00","31.41"
"11/09/2018 23:00:00","32.3"
"11/09/2018 22:30:00","35.77"
"11/09/2018 22:00:00","30.99"
"11/09/2018 21:30:00","29.06"
"11/09/2018 21:00:00","34.46"
"11/09/2018 20:30:00","31.33"
"11/09/2018 20:00:00","31.16"
"11/09/2018 19:30:00","29.97"
"11/09/2018 19:00:00","28.89"
"11/09/2018 18:30:00","28.79"
"11/09/2018 18:00:00","28.52"
"11/09/2018 17:30:00","29.3"
"11/09/2018 17:00:00","32.31"
"11/09/2018 16:30:00","32.75"
"11/09/2018 16:00:00","32.16"
"11/09/2018 15:30:00","29.13"
"11/09/2018 15:00:00","36.35"
"11/09/2018 14:30:00","32.38"
"11/09/2018 14:00:00","32.43"
"11/09/2018 13:30:00","33.39"
"11/09/2018 13:00:00","33.79"
"11/09/2018 12:30:00","36.44"
"11/09/2018 12:00:00","36.57"
"11/09/2018 11:30:00","34.5"
"11/09/2018 11:00:00","32.64"
"11/09/2018 10:30:00","39.44"
"11/09/2018 10:00:00","45.11"
"11/09/2018 09:30:00","44.48"
"11/09/2018 09:00:00","46.93"
"11/09/2018 08:30:00","44.31"
"11/09/2018 08:00:00","47.31"
"11/09/2018 07:30:00","46.64"
"11/09/2018 07:00:00","42.8"
"11/09/2018 06:30:00","41.58"
"11/09/2018 06:00:00","40.91"
"11/09/2018 05:30:00","39.45"
"11/09/2018 05:00:00","42.11"
"11/09/2018 04:30:00","47.21"
"11/09/2018 04:00:00","45.71"
"11/09/2018 03:30:00","44.25"
"11/09/2018 03:00:00","44.99"
"11/09/2018 02:30:00","36.02"
"11/09/2018 02:00:00","37.16"
"11/09/2018 01:30:00","36.67"
"11/09/2018 01:00:00","36.87"
"11/09/2018 00:30:00","49.07"
"11/09/2018 00:00:00","35.73"
"10/09/2018 23:30:00","34.65"
"10/09/2018 23:00:00","35.04"
"10/09/2018 22:30:00","32.2"
"10/09/2018 22:00:00","31.85"
"10/09/2018 21:30:00","31.37"
"10/09/2018 21:00:00","35.54"
"10/09/2018 20:30:00","33.45"
"10/09/2018 20:00:00","32.4"
"10/09/2018 19:30:00","31.27"
"10/09/2018 19:00:00","30.66"
"10/09/2018 18:30:00","31.25"
"10/09/2018 18:00:00","31.54"
"10/09/2018 17:30:00","34.24"
"10/09/2018 17:00:00","38.3"
"10/09/2018 16:30:00","39.92"
"10/09/2018 16:00:00","40.11"
"10/09/2018 15:30:00","35.88"
"10/09/2018 15:00:00","37.51"
"10/09/2018 14:30:00","37.41"
"10/09/2018 14:00:00","36.45"
"10/09/2018 13:30:00","34.55"
"10/09/2018 13:00:00","35.05"
"10/09/2018 12:30:00","33.24"
"10/09/2018 12:00:00","32.6"
"10/09/2018 11:30:00","33.01"
"10/09/2018 11:00:00","38.56"
"10/09/2018 10:30:00","43.91"
"10/09/2018 10:00:00","47.38"
"10/09/2018 09:30:00","48.11"
"10/09/2018 09:00:00","53.74"
"10/09/2018 08:30:00","47.87"
"10/09/2018 08:00:00","50.35"
"10/09/2018 07:30:00","46.78"
"10/09/2018 07:00:00","46.18"
"10/09/2018 06:30:00","43.3"
"10/09/2018 06:00:00","43.59"
"10/09/2018 05:30:00","43.03"
"10/09/2018 05:00:00","47.87"
"10/09/2018 04:30:00","48.6"
"10/09/2018 04:00:00","46.65"
"10/09/2018 03:30:00","51.72"
"10/09/2018 03:00:00","51.16"
"10/09/2018 02:30:00","39.68"
"10/09/2018 02:00:00","40.03"
"10/09/2018 01:30:00","40.16"
"10/09/2018 01:00:00","33.43"
"10/09/2018 00:30:00","33.19"
"10/09/2018 00:00:00","22.82"
"23/09/2018 23:30:00","31.12"
"23/09/2018 23:00:00","32.51"
"23/09/2018 22:30:00","31.4"
"23/09/2018 22:00:00","28.67"
"23/09/2018 21:30:00","27.17"
"23/09/2018 21:00:00","30.92"
"23/09/2018 20:30:00","30.22"
"23/09/2018 20:00:00","29.38"
"23/09/2018 19:30:00","29.46"
"23/09/2018 19:00:00","26.2"
"23/09/2018 18:30:00","26.08"
"23/09/2018 18:00:00","27.78"
"23/09/2018 17:30:00","25.66"
"23/09/2018 17:00:00","26.08"
"23/09/2018 16:30:00","25.56"
"23/09/2018 16:00:00","25.62"
"23/09/2018 15:30:00","25.68"
"23/09/2018 15:00:00","26.3"
"23/09/2018 14:30:00","24.74"
"23/09/2018 14:00:00","25.61"
"23/09/2018 13:30:00","24.66"
"23/09/2018 13:00:00","27.01"
"23/09/2018 12:30:00","27.12"
"23/09/2018 12:00:00","26.75"
"23/09/2018 11:30:00","24.53"
"23/09/2018 11:00:00","25.32"
"23/09/2018 10:30:00","32.28"
"23/09/2018 10:00:00","40.64"
"23/09/2018 09:30:00","41.53"
"23/09/2018 09:00:00","42.45"
"23/09/2018 08:30:00","40.69"
"23/09/2018 08:00:00","41.61"
"23/09/2018 07:30:00","41.18"
"23/09/2018 07:00:00","38.98"
"23/09/2018 06:30:00","36.81"
"23/09/2018 06:00:00","37.29"
"23/09/2018 05:30:00","36.78"
"23/09/2018 05:00:00","40.25"
"23/09/2018 04:30:00","38.87"
"23/09/2018 04:00:00","37.71"
"23/09/2018 03:30:00","37.51"
"23/09/2018 03:00:00","38.28"
"23/09/2018 02:30:00","26.75"
"23/09/2018 02:00:00","29.06"
"23/09/2018 01:30:00","28.98"
"23/09/2018 01:00:00","29.48"
"23/09/2018 00:30:00","44.32"
"23/09/2018 00:00:00","30.92"
"22/09/2018 23:30:00","30.49"
"22/09/2018 23:00:00","32.35"
"22/09/2018 22:30:00","29.72"
"22/09/2018 22:00:00","26.68"
"22/09/2018 21:30:00","25.45"
"22/09/2018 21:00:00","28.45"
"22/09/2018 20:30:00","28.56"
"22/09/2018 20:00:00","29.57"
"22/09/2018 19:30:00","28.54"
"22/09/2018 19:00:00","27.21"
"22/09/2018 18:30:00","26.96"
"22/09/2018 18:00:00","32.6"
"22/09/2018 17:30:00","27.54"
"22/09/2018 17:00:00","27.54"
"22/09/2018 16:30:00","25.36"
"22/09/2018 16:00:00","26.48"
"22/09/2018 15:30:00","25.87"
"22/09/2018 15:00:00","26.05"
"22/09/2018 14:30:00","25.93"
"22/09/2018 14:00:00","26.21"
"22/09/2018 13:30:00","25.87"
"22/09/2018 13:00:00","27.84"
"22/09/2018 12:30:00","28.88"
"22/09/2018 12:00:00","28.19"
"22/09/2018 11:30:00","29.94"
"22/09/2018 11:00:00","30.21"
"22/09/2018 10:30:00","36.98"
"22/09/2018 10:00:00","41.96"
"22/09/2018 09:30:00","41.52"
"22/09/2018 09:00:00","42.63"
"22/09/2018 08:30:00","43.92"
"22/09/2018 08:00:00","47.84"
"22/09/2018 07:30:00","44.42"
"22/09/2018 07:00:00","44.49"
"22/09/2018 06:30:00","43.14"
"22/09/2018 06:00:00","40.36"
"22/09/2018 05:30:00","40.11"
"22/09/2018 05:00:00","43.41"
"22/09/2018 04:30:00","41.72"
"22/09/2018 04:00:00","38.94"
"22/09/2018 03:30:00","37.93"
"22/09/2018 03:00:00","38.89"
"22/09/2018 02:30:00","29.74"
"22/09/2018 02:00:00","29.77"
"22/09/2018 01:30:00","31.24"
"22/09/2018 01:00:00","35.94"
"22/09/2018 00:30:00","45.88"
"22/09/2018 00:00:00","35.95"
"21/09/2018 23:30:00","35.61"
"21/09/2018 23:00:00","35.7"
"21/09/2018 22:30:00","35.37"
"21/09/2018 22:00:00","32.48"
"21/09/2018 21:30:00","31.44"
"21/09/2018 21:00:00","34.3"
"21/09/2018 20:30:00","34.98"
"21/09/2018 20:00:00","33.63"
"21/09/2018 19:30:00","26.75"
"21/09/2018 19:00:00","25.02"
"21/09/2018 18:30:00","25"
"21/09/2018 18:00:00","26.95"
"21/09/2018 17:30:00","25.52"
"21/09/2018 17:00:00","29.87"
"21/09/2018 16:30:00","31.52"
"21/09/2018 16:00:00","30.4"
"21/09/2018 15:30:00","25.97"
"21/09/2018 15:00:00","31.81"
"21/09/2018 14:30:00","35.87"
"21/09/2018 14:00:00","32.13"
"21/09/2018 13:30:00","34.48"
"21/09/2018 13:00:00","38.57"
"21/09/2018 12:30:00","37.41"
"21/09/2018 12:00:00","35.21"
"21/09/2018 11:30:00","36.08"
"21/09/2018 11:00:00","37.61"
"21/09/2018 10:30:00","42.3"
"21/09/2018 10:00:00","43.9"
"21/09/2018 09:30:00","47.28"
"21/09/2018 09:00:00","49.52"
"21/09/2018 08:30:00","47.12"
"21/09/2018 08:00:00","45.59"
"21/09/2018 07:30:00","45.14"
"21/09/2018 07:00:00","46.61"
"21/09/2018 06:30:00","40.02"
"21/09/2018 06:00:00","40.07"
"21/09/2018 05:30:00","38.05"
"21/09/2018 05:00:00","43.77"
"21/09/2018 04:30:00","40.09"
"21/09/2018 04:00:00","39.82"
"21/09/2018 03:30:00","39.52"
"21/09/2018 03:00:00","39.91"
"21/09/2018 02:30:00","35.52"
"21/09/2018 02:00:00","31.44"
"21/09/2018 01:30:00","31.6"
"21/09/2018 01:00:00","32.01"
"21/09/2018 00:30:00","46.95"
"21/09/2018 00:00:00","33.56"
"20/09/2018 23:30:00","32.55"
"20/09/2018 23:00:00","30.97"
"20/09/2018 22:30:00","30.66"
"20/09/2018 22:00:00","28.13"
"20/09/2018 21:30:00","27"
"20/09/2018 21:00:00","32.77"
"20/09/2018 20:30:00","31.19"
"20/09/2018 20:00:00","30.53"
"20/09/2018 19:30:00","31.2"
"20/09/2018 19:00:00","26.71"
"20/09/2018 18:30:00","26.7"
"20/09/2018 18:00:00","29.1"
"20/09/2018 17:30:00","26.94"
"20/09/2018 17:00:00","33.78"
"20/09/2018 16:30:00","32.17"
"20/09/2018 16:00:00","32.22"
"20/09/2018 15:30:00","27.99"
"20/09/2018 15:00:00","34.54"
"20/09/2018 14:30:00","34.64"
"20/09/2018 14:00:00","33.47"
"20/09/2018 13:30:00","33.15"
"20/09/2018 13:00:00","35.97"
"20/09/2018 12:30:00","37.28"
"20/09/2018 12:00:00","37.56"
"20/09/2018 11:30:00","40.28"
"20/09/2018 11:00:00","36.76"
"20/09/2018 10:30:00","50.25"
"20/09/2018 10:00:00","48.63"
"20/09/2018 09:30:00","50.6"
"20/09/2018 09:00:00","48.13"
"20/09/2018 08:30:00","45.32"
"20/09/2018 08:00:00","44.91"
"20/09/2018 07:30:00","46.01"
"20/09/2018 07:00:00","41.53"
"20/09/2018 06:30:00","37.77"
"20/09/2018 06:00:00","38.5"
"20/09/2018 05:30:00","38"
"20/09/2018 05:00:00","38.92"
"20/09/2018 04:30:00","38.2"
"20/09/2018 04:00:00","37.19"
"20/09/2018 03:30:00","37.11"
"20/09/2018 03:00:00","37.49"
"20/09/2018 02:30:00","31.35"
"20/09/2018 02:00:00","30.68"
"20/09/2018 01:30:00","32.6"
"20/09/2018 01:00:00","31.69"
"20/09/2018 00:30:00","44.56"
"20/09/2018 00:00:00","29.84"
"19/09/2018 23:30:00","31.3"
"19/09/2018 23:00:00","30.32"
"19/09/2018 22:30:00","28.9"
"19/09/2018 22:00:00","26.86"
"19/09/2018 21:30:00","30.14"
"19/09/2018 21:00:00","35.15"
"19/09/2018 20:30:00","34.04"
"19/09/2018 20:00:00","33.42"
"19/09/2018 19:30:00","31.99"
"19/09/2018 19:00:00","34.21"
"19/09/2018 18:30:00","32.75"
"19/09/2018 18:00:00","35.02"
"19/09/2018 17:30:00","33.51"
"19/09/2018 17:00:00","37.75"
"19/09/2018 16:30:00","40.07"
"19/09/2018 16:00:00","39.56"
"19/09/2018 15:30:00","41.1"
"19/09/2018 15:00:00","45.34"
"19/09/2018 14:30:00","44.33"
"19/09/2018 14:00:00","34.76"
"19/09/2018 13:30:00","30.37"
"19/09/2018 13:00:00","31.94"
"19/09/2018 12:30:00","35.4"
"19/09/2018 12:00:00","33.64"
"19/09/2018 11:30:00","29.91"
"19/09/2018 11:00:00","31.76"
"19/09/2018 10:30:00","37.16"
"19/09/2018 10:00:00","42.2"
"19/09/2018 09:30:00","45.66"
"19/09/2018 09:00:00","43.44"
"19/09/2018 08:30:00","45.12"
"19/09/2018 08:00:00","43.58"
"19/09/2018 07:30:00","39.94"
"19/09/2018 07:00:00","38.56"
"19/09/2018 06:30:00","37.02"
"19/09/2018 06:00:00","37.87"
"19/09/2018 05:30:00","36.42"
"19/09/2018 05:00:00","39.97"
"19/09/2018 04:30:00","40.44"
"19/09/2018 04:00:00","39.72"
"19/09/2018 03:30:00","42.22"
"19/09/2018 03:00:00","43.56"
"19/09/2018 02:30:00","36.15"
"19/09/2018 02:00:00","33.56"
"19/09/2018 01:30:00","33.67"
"19/09/2018 01:00:00","34.32"
"19/09/2018 00:30:00","47.17"
"19/09/2018 00:00:00","32.59"
"18/09/2018 23:30:00","32.26"
"18/09/2018 23:00:00","32.7"
"18/09/2018 22:30:00","31.38"
"18/09/2018 22:00:00","29.69"
"18/09/2018 21:30:00","30.04"
"18/09/2018 21:00:00","37"
"18/09/2018 20:30:00","34.56"
"18/09/2018 20:00:00","32.15"
"18/09/2018 19:30:00","31.97"
"18/09/2018 19:00:00","29.54"
"18/09/2018 18:30:00","29.3"
"18/09/2018 18:00:00","30.5"
"18/09/2018 17:30:00","28.88"
"18/09/2018 17:00:00","33.18"
"18/09/2018 16:30:00","37.75"
"18/09/2018 16:00:00","35.82"
"18/09/2018 15:30:00","32.56"
"18/09/2018 15:00:00","38.73"
"18/09/2018 14:30:00","39.38"
"18/09/2018 14:00:00","30.93"
"18/09/2018 13:30:00","30.21"
"18/09/2018 13:00:00","35.86"
"18/09/2018 12:30:00","33.06"
"18/09/2018 12:00:00","32.11"
"18/09/2018 11:30:00","32.03"
"18/09/2018 11:00:00","34.82"
"18/09/2018 10:30:00","40.62"
"18/09/2018 10:00:00","42.59"
"18/09/2018 09:30:00","43.07"
"18/09/2018 09:00:00","44.78"
"18/09/2018 08:30:00","41.55"
"18/09/2018 08:00:00","42.18"
"18/09/2018 07:30:00","40.57"
"18/09/2018 07:00:00","38.52"
"18/09/2018 06:30:00","36.95"
"18/09/2018 06:00:00","38.44"
"18/09/2018 05:30:00","37.31"
"18/09/2018 05:00:00","39.28"
"18/09/2018 04:30:00","39.38"
"18/09/2018 04:00:00","37.89"
"18/09/2018 03:30:00","37.07"
"18/09/2018 03:00:00","37.37"
"18/09/2018 02:30:00","29.05"
"18/09/2018 02:00:00","28.72"
"18/09/2018 01:30:00","29.02"
"18/09/2018 01:00:00","28.16"
"18/09/2018 00:30:00","42.25"
"18/09/2018 00:00:00","29.1"
"17/09/2018 23:30:00","32.62"
"17/09/2018 23:00:00","30.26"
"17/09/2018 22:30:00","30.38"
"17/09/2018 22:00:00","31.66"
"17/09/2018 21:30:00","28.83"
"17/09/2018 21:00:00","34.52"
"17/09/2018 20:30:00","35.46"
"17/09/2018 20:00:00","36.45"
"17/09/2018 19:30:00","35.47"
"17/09/2018 19:00:00","33.44"
"17/09/2018 18:30:00","33.08"
"17/09/2018 18:00:00","34.89"
"17/09/2018 17:30:00","37.86"
"17/09/2018 17:00:00","41.58"
"17/09/2018 16:30:00","42.09"
"17/09/2018 16:00:00","47.05"
"17/09/2018 15:30:00","43.31"
"17/09/2018 15:00:00","49.27"
"17/09/2018 14:30:00","46.48"
"17/09/2018 14:00:00","35.49"
"17/09/2018 13:30:00","31.37"
"17/09/2018 13:00:00","33.37"
"17/09/2018 12:30:00","32.31"
"17/09/2018 12:00:00","33.8"
"17/09/2018 11:30:00","29.4"
"17/09/2018 11:00:00","33.39"
"17/09/2018 10:30:00","40.99"
"17/09/2018 10:00:00","43.27"
"17/09/2018 09:30:00","42.41"
"17/09/2018 09:00:00","42.06"
"17/09/2018 08:30:00","42.35"
"17/09/2018 08:00:00","39.4"
"17/09/2018 07:30:00","37.47"
"17/09/2018 07:00:00","37.42"
"17/09/2018 06:30:00","36.93"
"17/09/2018 06:00:00","37.38"
"17/09/2018 05:30:00","35.77"
"17/09/2018 05:00:00","37.25"
"17/09/2018 04:30:00","36.81"
"17/09/2018 04:00:00","35.43"
"17/09/2018 03:30:00","35.69"
"17/09/2018 03:00:00","36.47"
"17/09/2018 02:30:00","25.18"
"17/09/2018 02:00:00","27.98"
"17/09/2018 01:30:00","27.92"
"17/09/2018 01:00:00","28.55"
"17/09/2018 00:30:00","41.6"
"17/09/2018 00:00:00","29.8"
"30/09/2018 23:30:00","31.37"
"30/09/2018 23:00:00","31.65"
"30/09/2018 22:30:00","30.52"
"30/09/2018 22:00:00","28.35"
"30/09/2018 21:30:00","26.73"
"30/09/2018 21:00:00","28.78"
"30/09/2018 20:30:00","30.02"
"30/09/2018 20:00:00","30.31"
"30/09/2018 19:30:00","30.68"
"30/09/2018 19:00:00","27.07"
"30/09/2018 18:30:00","27.62"
"30/09/2018 18:00:00","28.01"
"30/09/2018 17:30:00","26.68"
"30/09/2018 17:00:00","26.84"
"30/09/2018 16:30:00","26.56"
"30/09/2018 16:00:00","27.9"
"30/09/2018 15:30:00","26.49"
"30/09/2018 15:00:00","27.12"
"30/09/2018 14:30:00","26.52"
"30/09/2018 14:00:00","26.74"
"30/09/2018 13:30:00","26.52"
"30/09/2018 13:00:00","28.95"
"30/09/2018 12:30:00","30.72"
"30/09/2018 12:00:00","29.26"
"30/09/2018 11:30:00","26.83"
"30/09/2018 11:00:00","27.88"
"30/09/2018 10:30:00","35.68"
"30/09/2018 10:00:00","38.18"
"30/09/2018 09:30:00","37.99"
"30/09/2018 09:00:00","38.44"
"30/09/2018 08:30:00","38.26"
"30/09/2018 08:00:00","40.86"
"30/09/2018 07:30:00","38.13"
"30/09/2018 07:00:00","38.82"
"30/09/2018 06:30:00","38.35"
"30/09/2018 06:00:00","39.95"
"30/09/2018 05:30:00","38.6"
"30/09/2018 05:00:00","44.57"
"30/09/2018 04:30:00","41.99"
"30/09/2018 04:00:00","38.84"
"30/09/2018 03:30:00","38.68"
"30/09/2018 03:00:00","40.04"
"30/09/2018 02:30:00","28.12"
"30/09/2018 02:00:00","32.05"
"30/09/2018 01:30:00","31.61"
"30/09/2018 01:00:00","33.36"
"30/09/2018 00:30:00","46.45"
"30/09/2018 00:00:00","31.07"
"29/09/2018 23:30:00","31.79"
"29/09/2018 23:00:00","32.17"
"29/09/2018 22:30:00","31.54"
"29/09/2018 22:00:00","28.22"
"29/09/2018 21:30:00","27.5"
"29/09/2018 21:00:00","29.75"
"29/09/2018 20:30:00","30.41"
"29/09/2018 20:00:00","31.88"
"29/09/2018 19:30:00","28.67"
"29/09/2018 19:00:00","27.37"
"29/09/2018 18:30:00","28.09"
"29/09/2018 18:00:00","31.07"
"29/09/2018 17:30:00","27.62"
"29/09/2018 17:00:00","27.83"
"29/09/2018 16:30:00","25.97"
"29/09/2018 16:00:00","26.91"
"29/09/2018 15:30:00","25.48"
"29/09/2018 15:00:00","27.32"
"29/09/2018 14:30:00","26.13"
"29/09/2018 14:00:00","26.45"
"29/09/2018 13:30:00","26.02"
"29/09/2018 13:00:00","27.49"
"29/09/2018 12:30:00","28.3"
"29/09/2018 12:00:00","28.44"
"29/09/2018 11:30:00","25.51"
"29/09/2018 11:00:00","26.45"
"29/09/2018 10:30:00","28.26"
"29/09/2018 10:00:00","38.53"
"29/09/2018 09:30:00","37.36"
"29/09/2018 09:00:00","38.12"
"29/09/2018 08:30:00","37.66"
"29/09/2018 08:00:00","40.72"
"29/09/2018 07:30:00","44.56"
"29/09/2018 07:00:00","41.65"
"29/09/2018 06:30:00","46.8"
"29/09/2018 06:00:00","42.98"
"29/09/2018 05:30:00","40.38"
"29/09/2018 05:00:00","44.74"
"29/09/2018 04:30:00","42.91"
"29/09/2018 04:00:00","40.1"
"29/09/2018 03:30:00","37.31"
"29/09/2018 03:00:00","38.68"
"29/09/2018 02:30:00","26.57"
"29/09/2018 02:00:00","29.97"
"29/09/2018 01:30:00","30.35"
"29/09/2018 01:00:00","34.62"
"29/09/2018 00:30:00","48.35"
"29/09/2018 00:00:00","35.8"
"28/09/2018 23:30:00","39.54"
"28/09/2018 23:00:00","36.09"
"28/09/2018 22:30:00","36.02"
"28/09/2018 22:00:00","35.95"
"28/09/2018 21:30:00","34.76"
"28/09/2018 21:00:00","35.94"
"28/09/2018 20:30:00","34.43"
"28/09/2018 20:00:00","35.59"
"28/09/2018 19:30:00","31.09"
"28/09/2018 19:00:00","26.93"
"28/09/2018 18:30:00","25.66"
"28/09/2018 18:00:00","26.82"
"28/09/2018 17:30:00","26.81"
"28/09/2018 17:00:00","30.96"
"28/09/2018 16:30:00","31.08"
"28/09/2018 16:00:00","31.34"
"28/09/2018 15:30:00","27.33"
"28/09/2018 15:00:00","32.66"
"28/09/2018 14:30:00","32.62"
"28/09/2018 14:00:00","27.43"
"28/09/2018 13:30:00","26.97"
"28/09/2018 13:00:00","29.19"
"28/09/2018 12:30:00","29.47"
"28/09/2018 12:00:00","30.23"
"28/09/2018 11:30:00","30.02"
"28/09/2018 11:00:00","28.58"
"28/09/2018 10:30:00","34.47"
"28/09/2018 10:00:00","42.77"
